Customer,State,Coverage,Education,Gender,Income,Location_Code,Marital_Status,Sales_Channel,Vehicle_Class,Vehicle_Size,flag
VP91482,Oregon,Basic,Bachelor,M,0,Suburban,Single,Agent,SUV,Medsize,2
RQ16234,Arizona,Extended,High School or Below,F,55099,Rural,Divorced,Branch,Sports Car,Medsize,1
VT87641,Washington,Extended,Bachelor,F,95815,Suburban,Married,Call Center,Four-Door Car,Small,2
AM36670,California,Basic,College,F,54827,Rural,Single,Branch,Four-Door Car,Large,2
AM94127,Oregon,Basic,College,M,93303,Rural,Single,Branch,Four-Door Car,Medsize,1
YO81740,Oregon,Extended,Bachelor,F,0,Suburban,Single,Call Center,Four-Door Car,Small,2
KE61355,Oregon,Basic,High School or Below,F,60260,Suburban,Married,Web,Four-Door Car,Medsize,1
EV46476,California,Basic,Bachelor,M,20169,Suburban,Married,Web,SUV,Small,2
WR53191,California,Extended,Bachelor,F,20656,Suburban,Single,Web,SUV,Medsize,1
EB30823,California,Basic,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
PK37121,Washington,Basic,High School or Below,F,91775,Rural,Married,Branch,SUV,Large,2
LA16827,Arizona,Extended,Master,M,49919,Suburban,Married,Branch,SUV,Medsize,2
TB46243,Arizona,Basic,High School or Below,M,88294,Urban,Married,Call Center,SUV,Small,2
ZF64287,California,Basic,High School or Below,M,89948,Rural,Divorced,Agent,Sports Car,Medsize,3
TY86306,California,Basic,College,F,21564,Rural,Married,Call Center,Two-Door Car,Large,1
IN10489,Nevada,Basic,Master,F,78772,Rural,Married,Branch,Four-Door Car,Small,2
UC69263,California,Basic,Bachelor,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
OW84481,Nevada,Basic,High School or Below,M,67837,Suburban,Married,Agent,Four-Door Car,Medsize,2
YN61339,Oregon,Premium,College,M,60475,Suburban,Married,Branch,Four-Door Car,Medsize,2
XT19780,Oregon,Basic,High School or Below,F,23634,Suburban,Married,Branch,Two-Door Car,Small,2
FE82005,Oregon,Basic,Bachelor,F,26304,Suburban,Single,Call Center,Four-Door Car,Medsize,2
EU78163,California,Basic,College,F,20181,Suburban,Married,Agent,Four-Door Car,Medsize,2
BM55732,Nevada,Basic,High School or Below,F,74460,Suburban,Married,Web,Two-Door Car,Medsize,1
QA69109,Arizona,Basic,Master,F,69468,Urban,Married,Call Center,Four-Door Car,Medsize,2
WE97690,Oregon,Basic,Bachelor,F,60707,Urban,Married,Web,Four-Door Car,Medsize,1
IC77855,California,Basic,College,M,40571,Urban,Married,Branch,SUV,Medsize,2
BO15959,Washington,Extended,College,F,88105,Suburban,Married,Agent,Four-Door Car,Medsize,2
WN45973,Washington,Basic,Master,M,83013,Rural,Married,Agent,SUV,Medsize,1
AT72574,Arizona,Basic,High School or Below,M,0,Suburban,Single,Call Center,Two-Door Car,Medsize,2
SY81273,Oregon,Basic,High School or Below,M,55269,Suburban,Divorced,Agent,Two-Door Car,Medsize,2
CN91738,Oregon,Basic,Bachelor,M,56228,Urban,Single,Call Center,Two-Door Car,Medsize,2
NT36519,California,Basic,College,M,32967,Suburban,Married,Branch,SUV,Small,2
ST99840,Nevada,Basic,Bachelor,F,0,Suburban,Divorced,Call Center,Four-Door Car,Medsize,1
RT17851,Oregon,Extended,High School or Below,F,37940,Urban,Married,Branch,SUV,Medsize,3
ED87136,Arizona,Basic,High School or Below,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
KE42114,Nevada,Basic,Doctor,M,17250,Urban,Married,Call Center,Four-Door Car,Medsize,2
EK56325,Arizona,Extended,High School or Below,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
RO87000,California,Basic,High School or Below,M,50719,Suburban,Single,Call Center,Four-Door Car,Medsize,2
VS80344,Arizona,Premium,Bachelor,F,28445,Urban,Married,Agent,Two-Door Car,Medsize,3
DD94148,California,Basic,College,M,29530,Urban,Married,Web,Two-Door Car,Medsize,2
KX99703,Oregon,Extended,College,F,18577,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
BX88206,Nevada,Basic,High School or Below,F,51294,Rural,Married,Web,SUV,Medsize,1
WW22291,California,Basic,Master,M,63326,Suburban,Divorced,Call Center,Four-Door Car,Medsize,2
KU13616,California,Premium,Bachelor,F,11885,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
CB15842,California,Basic,High School or Below,M,40420,Suburban,Married,Agent,SUV,Medsize,3
OM50417,Arizona,Extended,Bachelor,F,48471,Rural,Married,Call Center,Four-Door Car,Medsize,2
EG10175,California,Extended,Master,F,57474,Urban,Divorced,Agent,Two-Door Car,Large,2
CR99369,Arizona,Basic,High School or Below,M,34528,Urban,Married,Agent,Four-Door Car,Large,1
OL61964,California,Basic,Bachelor,M,74627,Urban,Married,Agent,Four-Door Car,Medsize,1
VK93542,California,Basic,High School or Below,M,0,Suburban,Single,Branch,SUV,Medsize,2
ZO16199,California,Basic,High School or Below,F,17099,Suburban,Married,Web,Four-Door Car,Small,2
ZX83542,California,Basic,Master,M,26585,Urban,Married,Call Center,Four-Door Car,Large,1
CO16841,California,Basic,Bachelor,F,0,Suburban,Single,Web,SUV,Small,1
IU25994,California,Extended,College,M,0,Suburban,Married,Branch,SUV,Medsize,1
BO92934,California,Extended,High School or Below,M,24392,Suburban,Married,Agent,Four-Door Car,Small,2
FI25204,California,Extended,Master,F,29673,Urban,Single,Branch,Two-Door Car,Medsize,1
AT31367,California,Extended,College,F,18577,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
WZ23060,California,Premium,Bachelor,F,39040,Suburban,Married,Web,SUV,Medsize,2
YP72749,California,Basic,Bachelor,F,44662,Urban,Single,Agent,Four-Door Car,Medsize,1
JS10224,California,Basic,College,F,76726,Rural,Married,Branch,Four-Door Car,Medsize,2
IW31117,California,Basic,Doctor,M,21142,Rural,Single,Agent,Two-Door Car,Large,2
JA12512,California,Basic,Bachelor,F,97424,Urban,Married,Agent,Two-Door Car,Medsize,2
RN48574,California,Extended,College,F,18577,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
FS86064,California,Basic,Bachelor,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
UZ14076,California,Premium,High School or Below,F,89546,Suburban,Married,Agent,Luxury SUV,Large,1
BQ94931,Oregon,Extended,College,F,28812,Urban,Married,Branch,Four-Door Car,Medsize,3
RB50392,Washington,Basic,Master,F,0,Rural,Married,Agent,Four-Door Car,Medsize,2
WA25797,Washington,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,2
XP47431,Arizona,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,2
AZ62651,Oregon,Premium,High School or Below,M,56855,Suburban,Single,Web,Luxury SUV,Medsize,1
ZG48513,California,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
XN11823,Nevada,Extended,Bachelor,F,92600,Suburban,Single,Web,Two-Door Car,Small,1
UA51318,Arizona,Basic,High School or Below,F,26173,Suburban,Single,Web,Four-Door Car,Medsize,1
FS55302,California,Basic,Bachelor,M,27615,Suburban,Married,Call Center,Four-Door Car,Medsize,2
EV19512,Nevada,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,2
HN57556,California,Basic,High School or Below,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
YX89016,Oregon,Premium,College,M,35005,Suburban,Married,Web,Luxury Car,Small,2
UJ79253,Oregon,Extended,College,F,51056,Rural,Married,Branch,Four-Door Car,Large,2
PN21042,Arizona,Basic,Bachelor,M,82297,Rural,Single,Call Center,Sports Car,Medsize,2
UN97379,Oregon,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,1
LY97989,Oregon,Extended,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
ZM86949,Oregon,Basic,High School or Below,F,84106,Suburban,Single,Branch,Two-Door Car,Medsize,2
BH11344,Oregon,Basic,Doctor,F,37009,Rural,Single,Branch,Two-Door Car,Medsize,1
YO15246,Nevada,Extended,High School or Below,M,35001,Suburban,Single,Web,Four-Door Car,Small,2
NF53775,California,Extended,College,F,17557,Suburban,Married,Web,Four-Door Car,Medsize,2
UQ63396,California,Basic,Bachelor,F,40036,Rural,Married,Agent,Four-Door Car,Medsize,2
XO22038,California,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,1
SD62061,Oregon,Basic,High School or Below,F,24860,Suburban,Married,Web,Four-Door Car,Large,2
QB47024,Washington,Extended,Bachelor,F,53998,Suburban,Divorced,Call Center,Four-Door Car,Medsize,2
OP26403,California,Basic,College,F,32017,Suburban,Married,Branch,Four-Door Car,Small,2
ZF28570,Nevada,Premium,Bachelor,M,52361,Suburban,Single,Agent,Four-Door Car,Medsize,2
BK73302,California,Extended,Bachelor,M,61638,Suburban,Divorced,Web,Four-Door Car,Medsize,1
FX57380,California,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,2
BC97773,Nevada,Basic,Master,F,91368,Suburban,Divorced,Agent,Four-Door Car,Large,2
WN14473,Arizona,Basic,Master,M,87798,Urban,Married,Call Center,Two-Door Car,Medsize,2
RA65645,California,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,2
MH81246,Oregon,Extended,High School or Below,M,36247,Urban,Married,Agent,Four-Door Car,Medsize,1
OR85652,Oregon,Extended,Bachelor,F,78294,Rural,Married,Agent,Four-Door Car,Medsize,2
XN62489,Oregon,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,1
LZ89773,California,Basic,Doctor,M,0,Suburban,Married,Agent,Four-Door Car,Small,2
UV88036,Nevada,Extended,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
CA47176,Oregon,Extended,Bachelor,M,17103,Suburban,Married,Branch,Two-Door Car,Small,2
KD52867,Oregon,Extended,High School or Below,F,37138,Suburban,Single,Branch,Two-Door Car,Medsize,2
HZ43637,Arizona,Extended,College,F,22985,Suburban,Married,Agent,Four-Door Car,Small,3
YI89801,California,Basic,High School or Below,F,49304,Suburban,Single,Agent,Four-Door Car,Medsize,1
XS94482,Arizona,Basic,Master,F,0,Urban,Single,Web,Two-Door Car,Medsize,2
HO38996,Oregon,Basic,High School or Below,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,3
FA57012,California,Basic,College,M,0,Suburban,Single,Branch,Luxury Car,Small,3
YT84266,Oregon,Basic,College,M,29256,Suburban,Married,Branch,Four-Door Car,Medsize,2
KC22636,California,Basic,High School or Below,F,33881,Rural,Married,Web,Four-Door Car,Large,2
QH62059,California,Basic,Bachelor,M,0,Suburban,Divorced,Web,Four-Door Car,Medsize,2
YI95434,California,Basic,College,F,51020,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
RR37715,Oregon,Basic,Bachelor,M,64692,Suburban,Married,Agent,Two-Door Car,Small,1
CT18212,California,Extended,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
CT88432,Arizona,Basic,Bachelor,F,58682,Urban,Married,Branch,Four-Door Car,Medsize,1
SZ61347,California,Extended,College,M,76927,Rural,Married,Branch,SUV,Medsize,2
MY11682,California,Basic,Bachelor,M,37511,Urban,Married,Call Center,Luxury Car,Medsize,2
AZ64856,California,Extended,High School or Below,F,34452,Suburban,Married,Agent,SUV,Large,2
IU54219,Oregon,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,3
CN22369,California,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,3
WI65397,Oregon,Extended,Bachelor,F,36084,Rural,Divorced,Agent,Two-Door Car,Medsize,1
MT53449,Arizona,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,2
XH54129,California,Premium,High School or Below,F,72193,Urban,Married,Branch,Four-Door Car,Medsize,2
YM53951,Oregon,Extended,College,M,39482,Urban,Divorced,Agent,Four-Door Car,Medsize,1
AE60813,Oregon,Basic,College,F,75090,Rural,Married,Branch,Four-Door Car,Medsize,2
GP39118,Washington,Basic,High School or Below,M,71600,Rural,Married,Call Center,Two-Door Car,Medsize,2
HL84679,Oregon,Extended,Bachelor,F,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
CF27806,California,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,2
DC46965,Nevada,Basic,Master,M,11343,Rural,Married,Agent,Four-Door Car,Medsize,2
FC52000,Oregon,Basic,College,F,26322,Rural,Married,Branch,SUV,Medsize,1
RX50446,Arizona,Premium,High School or Below,F,27042,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
GK21260,Oregon,Extended,Doctor,F,22821,Suburban,Married,Call Center,SUV,Medsize,2
VT78222,Oregon,Basic,Master,M,55808,Urban,Married,Call Center,SUV,Small,2
FB17016,Oregon,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,2
NN53003,California,Basic,College,M,20754,Suburban,Divorced,Agent,Luxury SUV,Medsize,2
HG68775,Washington,Premium,College,F,15462,Suburban,Married,Web,Four-Door Car,Medsize,1
SI32097,Oregon,Extended,Bachelor,F,30814,Suburban,Married,Branch,Four-Door Car,Medsize,2
SS63511,California,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,1
WX49215,Oregon,Basic,Master,M,16154,Rural,Married,Branch,Four-Door Car,Medsize,2
HU41273,Oregon,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,2
WL85494,California,Extended,College,M,21988,Suburban,Married,Branch,Luxury Car,Medsize,2
OY20177,Oregon,Extended,High School or Below,M,52707,Suburban,Married,Branch,Four-Door Car,Medsize,1
ZE53116,Arizona,Basic,High School or Below,M,94115,Suburban,Married,Call Center,Four-Door Car,Small,2
MN82687,Oregon,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,2
UN49741,Oregon,Basic,High School or Below,M,44299,Suburban,Divorced,Call Center,SUV,Medsize,2
PD94315,Arizona,Premium,Bachelor,F,23444,Suburban,Married,Call Center,SUV,Medsize,1
WF53890,Arizona,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,2
VS30147,Oregon,Basic,Master,M,58645,Urban,Married,Agent,SUV,Medsize,2
DZ38951,Oregon,Extended,High School or Below,M,19831,Suburban,Married,Agent,Four-Door Car,Medsize,2
PE32165,California,Basic,High School or Below,F,76912,Rural,Married,Agent,Sports Car,Medsize,1
GX51965,California,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,2
TJ46491,Oregon,Extended,College,F,22946,Suburban,Married,Agent,Four-Door Car,Large,2
AZ36763,Arizona,Extended,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
VQ82774,California,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,2
HH61461,Nevada,Extended,Bachelor,F,57483,Suburban,Married,Branch,Four-Door Car,Small,2
LT24477,California,Basic,High School or Below,M,47589,Rural,Married,Agent,SUV,Medsize,2
MT67399,Nevada,Extended,Bachelor,F,95025,Urban,Divorced,Call Center,Four-Door Car,Medsize,2
QR57598,Oregon,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Small,2
JO35068,Nevada,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,2
BQ88033,Oregon,Extended,College,M,82554,Rural,Married,Branch,Sports Car,Medsize,2
CT51200,Oregon,Basic,High School or Below,F,65709,Rural,Divorced,Web,Four-Door Car,Medsize,1
WV53830,Oregon,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,2
FC46260,California,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,1
DN76322,Oregon,Extended,College,F,24723,Suburban,Married,Branch,Sports Car,Medsize,1
BZ85306,California,Premium,Bachelor,F,0,Suburban,Single,Web,SUV,Medsize,1
UI36374,Oregon,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,1
WI47826,Oregon,Basic,College,F,95765,Suburban,Married,Branch,Four-Door Car,Medsize,2
UN69319,Arizona,Basic,Master,M,62277,Rural,Single,Call Center,SUV,Medsize,1
SI35064,Washington,Basic,Bachelor,F,74583,Rural,Married,Agent,SUV,Medsize,2
WS46887,Washington,Premium,Bachelor,F,85165,Urban,Single,Branch,Four-Door Car,Medsize,2
GE45663,Arizona,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,2
ZX50209,California,Extended,College,F,29815,Rural,Single,Agent,Four-Door Car,Medsize,2
EN27946,California,Premium,High School or Below,M,40211,Suburban,Married,Call Center,Two-Door Car,Small,2
MK93363,Washington,Basic,Master,F,29133,Suburban,Married,Branch,Sports Car,Medsize,2
QK90365,Oregon,Extended,Master,F,19614,Suburban,Married,Agent,Two-Door Car,Medsize,2
WO12850,Nevada,Premium,Bachelor,F,21500,Rural,Divorced,Agent,Four-Door Car,Medsize,1
FY74419,Nevada,Extended,Bachelor,F,54507,Suburban,Married,Agent,SUV,Medsize,2
NX58648,Oregon,Basic,High School or Below,F,0,Suburban,Married,Web,Four-Door Car,Medsize,2
YH31618,Oregon,Premium,Bachelor,F,0,Suburban,Single,Branch,Two-Door Car,Medsize,1
EK71077,California,Basic,Bachelor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,1
GD29440,Washington,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,2
HW85007,Oregon,Extended,Bachelor,M,64744,Rural,Divorced,Agent,SUV,Medsize,2
SY93381,California,Extended,College,F,30694,Suburban,Married,Agent,Four-Door Car,Small,2
JJ57298,Oregon,Extended,College,M,0,Suburban,Single,Call Center,SUV,Medsize,1
ZH55575,California,Basic,Bachelor,F,39854,Urban,Divorced,Web,Two-Door Car,Medsize,1
DA20472,California,Basic,High School or Below,M,95697,Rural,Married,Agent,Sports Car,Medsize,2
VG68427,Arizona,Basic,High School or Below,M,81914,Urban,Married,Branch,Four-Door Car,Medsize,1
YT43943,California,Basic,High School or Below,F,28476,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
OO89057,California,Extended,Master,F,54054,Rural,Married,Branch,Four-Door Car,Medsize,2
EE34821,California,Basic,Bachelor,F,0,Suburban,Single,Web,Two-Door Car,Large,1
DL45122,California,Extended,Bachelor,M,75556,Suburban,Married,Agent,Four-Door Car,Small,1
PU33703,California,Basic,College,F,43721,Suburban,Married,Branch,Four-Door Car,Small,2
FO36473,California,Basic,Bachelor,F,31414,Suburban,Married,Call Center,SUV,Medsize,2
QZ71100,California,Basic,Bachelor,M,0,Suburban,Single,Call Center,Luxury Car,Medsize,1
UA73107,California,Basic,Bachelor,M,18608,Suburban,Divorced,Web,Four-Door Car,Medsize,1
II32272,California,Extended,High School or Below,F,19359,Suburban,Married,Call Center,Sports Car,Medsize,2
SO42230,California,Extended,Master,F,22490,Rural,Married,Agent,Two-Door Car,Large,2
EP10645,California,Extended,College,M,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
FB71914,California,Extended,College,M,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
IK44574,California,Basic,Bachelor,M,28483,Suburban,Married,Agent,Four-Door Car,Medsize,1
BC64697,California,Premium,College,F,0,Suburban,Married,Call Center,Four-Door Car,Small,2
VF72557,Oregon,Extended,High School or Below,M,20993,Suburban,Divorced,Agent,SUV,Medsize,2
IU25463,California,Premium,Bachelor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
PD33979,Oregon,Basic,High School or Below,M,21709,Suburban,Married,Branch,Four-Door Car,Large,2
GY55092,Nevada,Extended,High School or Below,M,20993,Suburban,Divorced,Agent,SUV,Medsize,2
AH84063,Oregon,Extended,College,F,89642,Rural,Married,Call Center,SUV,Medsize,1
DJ91267,Nevada,Extended,Bachelor,F,34226,Rural,Married,Agent,Luxury SUV,Small,2
RX24650,Oregon,Extended,High School or Below,M,20993,Suburban,Divorced,Agent,SUV,Medsize,1
FY13480,California,Extended,High School or Below,M,0,Suburban,Single,Web,Four-Door Car,Medsize,2
QK31192,Arizona,Premium,High School or Below,M,0,Suburban,Married,Branch,Two-Door Car,Medsize,1
UV12583,California,Basic,College,F,76694,Suburban,Married,Agent,SUV,Medsize,2
BG84194,Oregon,Basic,College,M,90760,Rural,Married,Branch,SUV,Medsize,3
EB59129,Oregon,Basic,Bachelor,F,47234,Rural,Married,Agent,Four-Door Car,Medsize,2
MB83663,Oregon,Extended,Bachelor,F,38736,Suburban,Divorced,Call Center,Two-Door Car,Small,2
TY26512,California,Extended,Doctor,M,30817,Rural,Divorced,Branch,Four-Door Car,Medsize,2
PU41393,Nevada,Basic,College,M,20225,Suburban,Married,Call Center,SUV,Small,3
QO86948,Nevada,Basic,High School or Below,M,0,Suburban,Single,Web,SUV,Small,2
VC83809,California,Extended,Doctor,M,30817,Rural,Divorced,Branch,Four-Door Car,Medsize,2
KI55845,Oregon,Basic,College,F,55588,Suburban,Married,Branch,SUV,Medsize,2
DO41287,Oregon,Extended,High School or Below,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
LG64797,California,Extended,College,F,25771,Suburban,Married,Branch,Luxury SUV,Medsize,2
HF96939,Oregon,Extended,High School or Below,M,34510,Suburban,Divorced,Agent,Four-Door Car,Small,2
XQ19793,Arizona,Extended,High School or Below,M,20993,Suburban,Divorced,Agent,SUV,Medsize,2
MA47641,Oregon,Basic,High School or Below,M,20228,Suburban,Divorced,Branch,SUV,Medsize,2
TX98128,California,Basic,College,F,0,Suburban,Single,Agent,Four-Door Car,Large,2
FI45719,Arizona,Basic,Doctor,M,32893,Urban,Married,Agent,Four-Door Car,Medsize,2
JN72184,Oregon,Basic,College,M,0,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
NV14535,Nevada,Basic,High School or Below,M,20228,Suburban,Divorced,Branch,SUV,Medsize,2
OU53351,Arizona,Basic,College,M,36635,Suburban,Married,Agent,Four-Door Car,Small,1
LX99948,Washington,Basic,Master,F,65134,Urban,Married,Branch,SUV,Small,2
BY22068,Arizona,Extended,High School or Below,M,39335,Suburban,Married,Agent,Luxury SUV,Medsize,1
XR84971,Oregon,Extended,Doctor,F,36537,Rural,Single,Web,Four-Door Car,Medsize,2
TP61305,California,Extended,High School or Below,M,0,Suburban,Single,Web,Four-Door Car,Medsize,2
NX31380,Arizona,Extended,Bachelor,F,23032,Suburban,Married,Branch,Four-Door Car,Medsize,1
CJ31839,California,Basic,Bachelor,M,99981,Urban,Married,Web,Four-Door Car,Small,3
FL67726,Washington,Basic,High School or Below,M,20228,Suburban,Divorced,Branch,SUV,Medsize,2
RW51650,Oregon,Basic,Bachelor,M,97361,Suburban,Single,Agent,Four-Door Car,Medsize,2
QR15592,Arizona,Basic,Bachelor,F,59586,Rural,Divorced,Branch,Four-Door Car,Medsize,2
RL59810,Oregon,Basic,College,F,78460,Urban,Married,Agent,Four-Door Car,Medsize,2
II37789,Arizona,Extended,College,F,0,Suburban,Single,Branch,Four-Door Car,Large,1
HP46467,Oregon,Extended,College,F,21385,Suburban,Divorced,Web,SUV,Large,1
LS90887,California,Basic,Bachelor,F,26225,Urban,Married,Web,Four-Door Car,Medsize,3
IG62421,Nevada,Extended,Doctor,M,30817,Rural,Divorced,Branch,Four-Door Car,Medsize,2
LR33381,Nevada,Basic,Doctor,M,0,Suburban,Married,Agent,Four-Door Car,Small,2
RF14806,Arizona,Extended,College,F,33415,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
HE15857,Washington,Extended,Bachelor,M,37138,Suburban,Single,Call Center,Two-Door Car,Medsize,2
WV57813,Oregon,Basic,Bachelor,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
NJ15094,Washington,Basic,Bachelor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
TI19722,Washington,Extended,Doctor,M,30817,Rural,Divorced,Branch,Four-Door Car,Medsize,1
SM58898,California,Basic,High School or Below,F,85378,Suburban,Married,Call Center,SUV,Medsize,1
DK49336,Arizona,Basic,College,M,48029,Suburban,Married,Agent,Four-Door Car,Medsize,1
SA54664,Washington,Basic,Master,M,73196,Rural,Married,Web,Four-Door Car,Large,2
JP82211,California,Basic,College,F,59744,Urban,Married,Agent,SUV,Small,2
GW25077,Oregon,Extended,Bachelor,F,38521,Urban,Married,Branch,SUV,Medsize,2
ZI48518,Nevada,Basic,High School or Below,F,0,Suburban,Married,Web,Sports Car,Medsize,2
ET80689,California,Basic,College,M,92606,Urban,Married,Branch,SUV,Medsize,3
JI11950,California,Basic,High School or Below,F,0,Suburban,Married,Agent,Two-Door Car,Medsize,2
SX25962,Arizona,Basic,College,M,83283,Rural,Single,Branch,Luxury Car,Medsize,2
GT97121,California,Extended,College,M,15999,Suburban,Married,Branch,Four-Door Car,Medsize,2
KL58949,California,Basic,Bachelor,M,70190,Rural,Single,Agent,Two-Door Car,Medsize,1
HC80108,California,Basic,College,F,43775,Urban,Married,Call Center,Four-Door Car,Medsize,2
PR59105,Oregon,Basic,High School or Below,F,53223,Urban,Divorced,Agent,Four-Door Car,Large,2
JE98863,Arizona,Extended,Bachelor,F,58713,Suburban,Married,Agent,Four-Door Car,Small,3
BI27443,Arizona,Extended,College,F,36428,Urban,Divorced,Agent,SUV,Medsize,2
HQ41200,Oregon,Premium,College,F,26118,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
GH49378,California,Basic,Bachelor,F,67371,Rural,Married,Web,Four-Door Car,Medsize,2
DA74095,Arizona,Premium,Bachelor,F,42800,Suburban,Married,Call Center,Sports Car,Medsize,2
GS76685,California,Basic,High School or Below,M,20228,Suburban,Divorced,Branch,SUV,Medsize,1
AU45793,Arizona,Extended,Doctor,M,30817,Rural,Divorced,Branch,Four-Door Car,Medsize,1
SN58128,Oregon,Extended,College,F,34948,Urban,Married,Branch,SUV,Small,2
GA49547,Washington,Basic,High School or Below,M,36357,Rural,Married,Branch,Four-Door Car,Medsize,2
NR66922,Oregon,Extended,Master,M,98254,Rural,Married,Agent,Four-Door Car,Medsize,1
RI40862,Nevada,Basic,College,M,85704,Urban,Married,Agent,Four-Door Car,Small,2
XB97091,Arizona,Basic,High School or Below,F,53602,Urban,Married,Web,Sports Car,Medsize,2
DY22077,Arizona,Basic,Bachelor,M,97361,Suburban,Single,Agent,Four-Door Car,Medsize,1
YG98004,Oregon,Premium,Master,F,27739,Rural,Married,Agent,Four-Door Car,Medsize,1
WY41435,Nevada,Extended,College,F,52436,Rural,Single,Web,Four-Door Car,Medsize,2
XO75323,California,Basic,College,M,72439,Suburban,Married,Web,SUV,Medsize,2
KG40352,Oregon,Basic,College,F,68815,Rural,Married,Branch,Four-Door Car,Small,2
OW83209,Nevada,Basic,Bachelor,M,30344,Urban,Divorced,Branch,SUV,Medsize,2
CW80905,Nevada,Basic,High School or Below,M,70958,Rural,Married,Agent,Sports Car,Medsize,2
JO90877,Washington,Basic,Bachelor,F,70974,Suburban,Married,Agent,Four-Door Car,Large,2
MJ45965,Oregon,Basic,High School or Below,M,72309,Urban,Single,Branch,Four-Door Car,Medsize,2
TM13014,California,Basic,Bachelor,M,0,Urban,Married,Branch,Four-Door Car,Medsize,2
SA45648,California,Extended,Bachelor,M,90874,Urban,Married,Call Center,SUV,Medsize,2
WZ83320,Arizona,Premium,Master,F,73876,Urban,Married,Web,Four-Door Car,Medsize,2
HS66275,California,Extended,High School or Below,F,77309,Suburban,Married,Agent,Two-Door Car,Small,2
EM29019,Arizona,Basic,Bachelor,F,61337,Rural,Married,Call Center,SUV,Medsize,2
GE43335,Nevada,Basic,College,M,0,Suburban,Divorced,Branch,SUV,Large,2
ED13353,Oregon,Basic,High School or Below,M,10629,Suburban,Single,Web,Four-Door Car,Small,2
